LICENSENO,BUSINESSNAME,DBANAME,COMMENTS,LOCATIONCOMMENTS,ISSDTTM,EXPDTTM,LICSTATUS,LICCAT,LICCATDESC,OPENING,CLOSING,PATRONSOUT,CAPACITY,PRIMAPPLICANT,PHONE,STNO,STNOHI,Address,CITY,STATE,ZIP,Location,LT,LO,Latitude,Longitude
LB-99831,SUSHI ROCK LLC,CRUDO,NONE,ONE ROOM ON THE FIRST FLOOR DINING AREA WITH 28 SEATS (INCLUDING DINING BAR WITH 10 SEATS); ONE ROOM ON THE SECOND FLOOR DINING AREA WITH APPROXIMATELY 54 SEATS (INCLUDING DINING BAR WITH 10 SEATS); STORAGE ON THIRD FLOOR AND ONE ROOM IN BASEMENT FOR KITCHEN & STORAGE. 11:30 CLOSING SUNDAY & WEDNESD,2013-11-25,2015-12-31,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,11:30 PM,12:00 AM,34,SUSHI ROCK LLC,(617)491-8050,78,80,  Salem ST,Boston,MA,02113,"(42.36369, -71.05591)",(42.36369, -71.05591),42.36369, -71.05591
LB-99431,BRIGHTON R.I CORPORATION,DAYS HOTEL,EXTENDED TO DAYS INN HOTEL ONLY FOR PURPOSE OF ROOM SERVICE WITHIN THE OPERATING HOURS OF THE LICENSE.,IN ONE ROOM ON FIRST FLOOR WITH KITCHEN  STORAGE  AND LOUNGE AREAS IN THE REAR  STORAGE IN THE BASEMENT.  PREMISES TO ALSO INCLUDE 113 ROOMS IN THE EXISTING HOTEL PREMISES FOR THE SERVICE OF FOOD AND ALCOHOLIC BEVERAGE.,2013-11-22,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,98,BRIGHTON R.I CORPORATION,NULL,1234,,  Soldiers Field RD,Brighton,MA,02134,"(42.3637, -71.13638)",(42.3637, -71.13638),42.3637, -71.13638
LB-99707,"PAGLIUCA'S RESTAURANT, INC.",PAGLIUCA'S RESTAURANT,NONE,@14-16 PARMENTER STREET: FIRST FLOOR RESTAURANT WITH ADJOINING KITCHEN IN TWO ROOMS. STORAGE ROOM IN THE BASEMENT; RESTAURANT KITCHEN ON 1ST FLOOR WITH PASSAGEWAY JOINING BOTH. RESTROOMS OFF PASSAGEWAY AND TO INCLUDE ONE ROOM IN BASEMENT.  CAPACITY BREAKD,2013-11-21,2015-12-31,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,12:00 AM,12:30 AM,68,"PAGLIUCA'S RESTAURANT, INC.",NULL,14,,Parmenter St,Boston,MA,02113,"(42.36375, -71.05496)",(42.36375, -71.05496),42.36375, -71.05496
LB-99753,"SCHIAFFO, INC.",CARMELINA'S,NONE,IN ONE ROOM AND KITCHEN ON FIRST FLOOR; STORAGE AND KITCHEN PREP IN BASEMENT.,2013-11-22,2015-12-31,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,12:00 AM,12:30 AM,38,"SCHIAFFO, INC.",NULL,307,309,  Hanover ST,Boston,MA,02113,"(42.36388, -71.05416)",(42.36388, -71.05416),42.36388, -71.05416
LB-101663,"HERSHA HOSPITALITY MANAGEMENT, L.P.",THE BOXER,NONE,IN WHOLE OF SAID  FULL SERVICE  39  100 SF HOTEL WITH RESTAURANT AND LOUNGE AND FOUR ENTRANCES/EXITS.  ALSO  FOR THE APPROVAL OF A HOTEL MANAGEMENT AGREEMENT BETWEEN HHLP BULFINCH LESSEE  LLC AND HERSHA HOSPITALITY MANAGEMENT  L.P.,2013-11-25,2015-12-31,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,NULL,0,"HERSHA HOSPITALITY MANAGEMENT, L.P.",NULL,119,,  Merrimac ST,Boston,MA,02114,"(42.363933, -71.062461)",(42.363933, -71.062461),42.363933, -71.062461
LB-99226,"5 NORTH SQUARE, INC.",GENNAROS,NONE,Kitchen  office and storage in basement-2 entrances and exits;  1st floor includes dining room and bar;  2 entrances and exits;  2nd floor includes dining room;  2 entrances and exits;  All entrances and exits located at North Square,2013-11-22,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,103,5 NORTH SQUARE INC.,NULL,5,,  North SQ,Boston,MA,02113,"(42.36399, -71.05357)",(42.36399, -71.05357),42.36399, -71.05357
LB-98994,"BARRY'S CORNER PROPERTY, LLC",NULL,NONE,Tenant F Space in one room with dining area  bar  kitchen and storage; two (2) entrances/exits with direct access to street level and one (1) entrance/exit from lobby of building occupying 3 771 square feet of space.,2013-12-02,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,0,"BARRYS CORNER PROPERTY, LLC",(617)247-3434,219,,  Western AV,Allston,MA,02134,"(42.364022, -71.130413)",(42.364022, -71.130413),42.364022, -71.130413
LB-99580,"North End Pomodoro of Boston, Inc.",Pomodoro,NONE,In one room on the first floor with kitchen and storage in the rear.,2013-11-08,2015-12-31,Active,CV7MW,CV7 Malt Wine,NULL,11:00 PM,11:30 PM,22,"North End Pomodoro of Boston, Inc.",NULL,319,,  Hanover ST,Boston,MA,02113,"(42.364038, -71.054008)",(42.364038, -71.054008),42.364038, -71.054008
LB-99403,"DONAN, INC.",ARTU,,FIRST FLOOR RESTAURANT WITH ADJOINING KITCHEN IN FOUR ROOMS; WITH BAR FOR TEN SEATS.  STORAGE ROOM IN BASEMENT.  RESTAURANT AND KITCHEN ON FIRST FLOOR WITH PASSAGEWAY JOINING DINING ROOMS  4-6-8 PRINCE STREET  BOSTON  MA  02113,2013-11-25,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,99,"DONAN, INC.",NULL,4,,  Prince ST,Boston,MA,02113,"(42.36405, -71.05368)",(42.36405, -71.05368),42.36405, -71.05368
LB-99729,"TERRAMIA, INC.",TERRAMIA,NONE,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN AND STORAGE IN REAR; ALSO A BASEMENT FOR STOCK.,2013-11-25,2015-12-31,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,11:00 PM,11:30 PM,39,"TERRAMIA, INC.",NULL,98,,  Salem ST,Boston,MA,02113,"(42.36406, -71.05574)",(42.36406, -71.05574),42.36406, -71.05574
LB-99178,"BUCCELLATI, INC.",MAMA MARIA'S,Close at midnight every night. All patrons out by 12:30 AM.,Side exit for emergency and stock leading to unnumbered exit on Garden Street; in one room and kitchen on first floor; one room on second floor.  Capacity breakdown: 1st fl - 48; 2nd fl - 28.,2013-11-27,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,12:00 AM,12:30 AM,76,"BUCCELLATI, INC.",NULL,3,,  North SQ,Boston,MA,02113,"(42.36407, -71.05331)",(42.36407, -71.05331),42.36407, -71.05331
LB-98973,"DAVID N. MURRAY, INDIVIDUAL",THE GRAND CANAL,NONE,In one room on the first floor; basement for stock  kitchen  restrooms office  function rooms and outside patio for 60 patrons seated or 180 patrons standing.,2013-11-29,2014-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,295,"DAVID N. MURRAY, INDIVIDUAL",NULL,69,,  Canal ST,Boston,MA,02114,"(42.36407, -71.05936)",(42.36407, -71.05936),42.36407, -71.05936
LB-99086,"CAFFE VITTORIA, INC.",CAFFE VITTORIA,,Three rooms on the first floor  two rooms in basement plus kitchen area and stock room in basement with an outside patio with eight (8) tables and thirty-two (32) seats.,2013-11-19,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,181,"CAFFE VITTORIA, INC.",NULL,296,,  Hanover ST,Boston,MA,02113,"(42.36414, -71.05435)",(42.36414, -71.05435),42.36414, -71.05435
LB-99204,"107 SALEM RESTAURANT, INC.",BACCO,Trash pickup must be between the hours of 7:00 A.M. &  11:00 P.M. Noise levels to be monitored.,One room and service counter on the first floor  one room on the second floor; basement for storage.  Capacity breakdown: 1st fl - 50; 2nd fl - 65.,2013-11-19,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,115,"107 Salem Restaurant, Inc.",NULL,107,,  Salem ST,Boston,MA,02113,"(42.36418, -71.05538)",(42.36418, -71.05538),42.36418, -71.05538
LB-101657,"LHO ONYX ONE LESSEE, L.L.C.",ONYX HOTEL,NONE,IN WHOLE OF SAID BUILDING.  SEE ISD CERTIFICATE FOR A MORE COMPLETE DESCRIPTION OF THE PREMISES.,2013-11-22,2015-12-31,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,NULL,0,"LHO ONYX ONE LESSEE, L.L.C.",NULL,155,,  Portland ST,Boston,MA,02114,"(42.36421, -71.06134)",(42.36421, -71.06134),42.36421, -71.06134
LB-99671,"KO CATERING AND PIES, LLC",KO CATERING AND PIES,NONE,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.,2013-11-18,2015-12-31,Active,CV7MW,CV7 Malt Wine,NULL,12:00 AM,12:30 AM,28,"KO CATERING AND PIES, LLC",NULL,256,,  Marginal ST,East Boston,MA,02128,"(42.364227, -71.032549)",(42.364227, -71.032549),42.364227, -71.032549
LB-99710,"L'OSTERIA, INC.",L'OSTERIA,Air conditioner to be turned off by 10 pm.,@104 SALEM STREET: IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR  AND CELLAR FOR STOCK.  CAPACITY BREAKDOWN: 1ST FL - 48; 2ND FL - 30.,2013-11-19,2015-12-31,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,11:00 PM,11:30 PM,78,"L'OSTERIA, INC.",NULL,,104,  Salem ST,Boston,MA,02113,"(42.364299, -71.055722)",(42.364299, -71.055722),42.364299, -71.055722
LB-99004,"BOSTON FOUR WINDS, INC.",FOUR WINDS SEAFOOD-GRILL,,Side entrance in yard; in two rooms and kitchen on first floor; one room on second floor; cellar for stock.  Capacity breakdown: 1st fl - 60; 2nd fl - 100.,2013-11-27,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,160,"BOSTON FOUR WINDS, INC.",NULL,266,,  Commercial ST,Boston,MA,02109,"(42.36432, -71.05135)",(42.36432, -71.05135),42.36432, -71.05135
LB-99711,PUSHCART CAFE,PUSHCART CAFÉ,NONE,115 SALEM STREET; IN ONE ROOM ON THE GROUND FLOOR  STORAGE IN BASEMENT.,2013-11-22,2015-12-31,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,12:00 AM,12:30 AM,48,PUSHCART CAFE,NULL,115,,  Salem ST,Boston,MA,02113,"(42.364414, -71.055372)",(42.364414, -71.055372),42.364414, -71.055372
LB-98977,"WEST END DINING, LLC",CAUSEWAY,NONE,In one (1) room  kitchen and storage on ground floor;  in one (1) room on second floor;  basement for storage; entrance and exit on Causeway Street with emergency exit onto Lancaster Street.  First floor only-Standing 48  Bar Stools 16 & Tables & Chairs 36. Second floor-99.,2013-11-27,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,199,"WEST END DINING, LLC",NULL,65,71,  Causeway ST,Boston,MA,02114,"(42.364444, -71.062676)",(42.364444, -71.062676),42.364444, -71.062676
LB-99455,"R.J.A. ENTERPRISES, INC.",LA FAMIGLIA RISTORANTE,1.) NO BAR  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,STORAGE AND PREP AREA IN BASEMENT  KITCHEN AND DINING ROOM ON THE FIRST FLOOR  DINING ROOM AND STORAGE ON THE SECOND FLOOR.  CAPACITY BREAKDOWN: 1ST FL - 50; 2ND FL - 75.,2013-11-25,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,12:00 AM,12:30 AM,125,"R.J.A. ENTERPRISES, INC.",NULL,112,,  Salem ST,Boston,MA,02113,"(42.36455, -71.05571)",(42.36455, -71.05571),42.36455, -71.05571
LB-99362,MFT CORP.,MFT,,In one room and kitchen on first floor basement for stock.,2013-11-21,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,11:00 PM,11:30 PM,68,MFT CORP.,NULL,25,29,  Prince ST,Boston,MA,02113,"(42.364563, -71.05416)",(42.364563, -71.05416),42.364563, -71.05416
LB-98937,"THE NEXT PLACE, LLC",THE GREATEST BAR,,In one room on the first floor; one room & kitchen on the second floor; one third floor; basement for storage  food and prep area.  Capacity breakdown: 1st fl - 150; mezzanine - 40; 2nd fl - 100; 3rd fl - 150.,2013-11-29,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,440,"THE NEXT PLACE, LLC",NULL,262,266,  Friend ST,Boston,MA,02114,"(42.36457, -71.06144)",(42.36457, -71.06144),42.36457, -71.06144
LB-99359,"GALWAY, INC.",THE HARP,1.Open 10:00 A.M on Sundays for the service of food only. 2. 310 persons on daytime and 693 persons on night time.,200 PORTLAND STREET - WITH ENTRANCE AND EXITS ON CAUSEWAY STREET AND PORTLAND STREET WITH FOUR ROOMS AND TWO BAR AREAS ON THE GROUND LEVEL AND FOUR ROOMS AND A KITCHEN WITH THREE STORE ROOMS IN THE LOWER LEVEL.,2013-11-26,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,693,"GALWAY, INC.",NULL,85,,  Causeway ST,Boston,MA,02114,"(42.364591, -71.062338)",(42.364591, -71.062338),42.364591, -71.062338
LB-99560,SJJ CORP.,PANZA,,In one room and kitchen on the first floor; storage in basement.,2013-11-13,2015-12-31,Active,CV7MW,CV7 Malt Wine,NULL,11:00 PM,11:30 PM,45,SJJ CORP.,NULL,326,,  Hanover ST,Boston,MA,02113,"(42.364668, -71.05383)",(42.364668, -71.05383),42.364668, -71.05383
LB-99351,"PREZZA, INC.",PREZZA,,IN TWO ROOMS ON THE FIRST FLOOR WITH KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,2013-11-19,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,98,"PREZZA, INC.",NULL,24,,  Fleet ST,Boston,MA,02113,"(42.36467, -71.05276)",(42.36467, -71.05276),42.36467, -71.05276
LB-99712,"BROOK EGG FARM, INC.",LOCONTE'S,1. No bar.  2. Malt and Wine with Liqueurs to be served only in conjunction with meals.,IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR; STORAGE IN REAR AND EXTEND THE DINING ROOM TO THE SECOND FLOOR.  CAPACITY BREAKDOWN: 1ST FL - 72; 2ND FL - 23.,2013-11-26,2015-12-31,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,11:00 PM,11:30 PM,95,"BROOK EGG FARM, INC.",NULL,116,,  Salem ST,Boston,MA,02113,"(42.364676, -71.055658)",(42.364676, -71.055658),42.364676, -71.055658
LB-99229,"FRIAR VENTURES, LLC",HURRICANE O'REILLY'S,1.) ALCOHOL SERVICE WITH FOOD ONLY  2.) 1:00 A.M. CLOSING  3.) PATIO TO BE STAFFED AT ALL TIMES,IN ONE LARGE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR ENTRANCE/EXIT ON CANAL STREET; EMERGENCY EXIT ON SIDE OF BUILDING. AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 32 PATRONS.   DPW LAND,2013-11-25,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,544,"FRIAR VENTURES, LLC",NULL,150,,  Canal ST,Boston,MA,02114,"(42.3648, -71.0608)",(42.3648, -71.0608),42.3648, -71.0608
LB-99773,"SAPORI DI NAPOLI, INC.",NULL,1.) ALCOHOL WITH FOOD ONLY.,ONE ROOM ON FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.,2013-11-29,2015-12-31,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,12:00 AM,12:30 AM,18,"SAPORI DI NAPOLI, INC.",(617)742-0809,120,,  Salem ST,Boston,MA,02113,"(42.36483, -71.0557)",(42.36483, -71.0557),42.36483, -71.0557
LB-99824,STREGA PIZZERIA & CAFÉ CORP.,STREGA PIZZERIA & CAFÉ,11 PM CLOSING SUNDAY-THURSDAY & MIDNIGHT CLOSING HOUR; FRIDAY & SATURDAY. ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUCTION WITH MEALS.,IN ONE ROOM ON GROUND FLOOR WITH STORAGE IN BASEMENT; ENTRANCE AT 373 HANOVER STREET; EXIT AT REAR AT 371 HANOVER STREET.,2013-11-13,2015-12-31,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,11:00 PM,11:30 PM,0,STREGA PIZZERIA & CAFÉ CORP.,NULL,371,373,  Hanover ST,Boston,MA,02113,"(42.36488, -71.05315)",(42.36488, -71.05315),42.36488, -71.05315
LB-99703,"NICOMAR, INC.",STREGA,Malt  wine andliqueurs to be served only in conjunction with meals.,379-381 HANOVER STREET; IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN; ONE ROOM IN BASEMENT FOR STORAGE.,2013-11-13,2015-12-31,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,11:00 PM,11:30 PM,54,"NICOMAR, INC.",NULL,379,381,  Hanover ST,Boston,MA,02113,"(42.364994, -71.053067)",(42.364994, -71.053067),42.364994, -71.053067
LB-99527,COBBAGE RESTAURANT CORP.,DINO'S,,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,2013-12-02,2015-12-31,Active,CV7MW,CV7 Malt Wine,NULL,10:00 PM,10:30 PM,18,COBBAGE RESTAURANT CORP.,NULL,141,,  Salem ST,Boston,MA,02113,"(42.365059, -71.055378)",(42.365059, -71.055378),42.365059, -71.055378
LB-99625,"BBC BOSTON ENTERTAINMENT, LLC",BASKETBALL CITY BOSTON,NONE,IN ONE ROOM WITH KITCHEN ON FIFTH FLOOR; ALSO INCLUDED IN PERMANENT STRUCTURE STORAGE ROOM  PRO SHOP LOCKER ROOMS.,2013-11-26,2015-12-31,Active,CV7MW,CV7 Malt Wine,NULL,2:00 AM,2:30 AM,448,"BBC BOSTON ENTERTAINMENT, LLC",NULL,35,,Lomasney Wy,Boston,MA,02114,"(42.365112, -71.064721)",(42.365112, -71.064721),42.365112, -71.064721
LB-99686,"LOCALE, INC.",LOCALE,NONE,APPROXIMATELY 800 SQUARE FEET OF SPACE LOCATED ON FIRST FLOOR OF PREMISES WHICH INCLUDES KITCHEN  9 TABLES & 18 SEATS.  ALL ENTRANCE AND EXITS ARE LOCATED ON HANOVER STREET.  CLOSING HOUR SUNDAY-THURSDAY 11:00 AM-11:00 PM.  FRIDAY-SATURDAY 11:00-MIDNIGHT.,2013-11-26,2015-12-31,Active,CV7MW,CV7 Malt Wine,11:00 AM,11:00 PM,11:30,18,"LOCALE, INC.",NULL,350,352,  Hanover ST,Boston,MA,02113,"(42.36512, -71.05339)",(42.36512, -71.05339),42.36512, -71.05339
LB-99719,LINDA C. LODDO,MAURIZIO'S,NONE,IN ONE ROOM ON FIRST FLOOR USED FOR DINING WITH KITCHEN IN REAR  ONE DINING ROOM IN BASEMENT WITH STORAGE.,2013-11-20,2015-12-31,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,11:00 PM,11:30 PM,73,LINDA C. LODDO,NULL,364,,  Hanover ST,Boston,MA,02113,"(42.365393, -71.053271)",(42.365393, -71.053271),42.365393, -71.053271
LB-99005,"DONATO & GIANNI, LLC",Donato & Gianni,1. Close at 11:30 P.M. 2. Alcoholic Beverages served Only with food orders.3. 1 Bar with 12 seats.,Three (3) rooms and kitchen on basement level.,2013-11-29,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,11:30 PM,MIDNIGHT,116,"DONATO & GIANNI, LLC",(617)281-2691,326,328,  Commercial ST,Boston,MA,02109,"(42.3654, -71.05142)",(42.3654, -71.05142),42.3654, -71.05142
LB-99341,"ANFRATTA, LLC",WARD EIGHT,1. ALCOHOLIC BEVERAGES WITH FOOD ONLY. 11:00 AM OPENING ON SUNDAYS FOR BRUNCH.,IN ONE ROOM AND KITCHEN- FIRST FLOOR  BASEMENT FOR STOCK.,2013-11-27,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,110,"ANFRATTA, LLC",NULL,90,,N Washington ST,Boston,MA,02114,"(42.365401, -71.058669)",(42.365401, -71.058669),42.365401, -71.058669
LB-99089,DONATO DONATO GIANNI LLC,LUCIA,1.) DINING ROOM - ALCOHOLIC BEVERAGES WITH FOOD ONLY  2.) 80 PEOPLE ON SECOND FLOOR  3.) UPSTAIRS FOR DINNER PATRONS ONLY,Rear exit 8 Harris St; in two rooms on the first floor  one room in basement for patrons & one room for stock; one room on second floor for patrons & one room for office & stock.,2013-11-26,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,190,"DONATO & GIANNI, LLC",NULL,415,,  Hanover ST,Boston,MA,02113,"(42.365578, -71.052718)",(42.365578, -71.052718),42.365578, -71.052718
LB-99727,"AMICI, INC.",NULL,NONE,REAR AND SIDE EXITS  ONE ROOM FIRST FLOOR  ONE ROOM IN BASEMENT  KITCHEN STREET LEVEL  SECOND FLOOR FOR FLOOR  THIRD FLOOR FOR STORAGE.,2013-11-25,2015-12-31,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,1:00 AM,1:30 AM,49,"AMICI, INC.",NULL,111,,N Washington ST,Boston,MA,02113,"(42.365582, -71.058131)",(42.365582, -71.058131),42.365582, -71.058131
LB-99195,"CORNER CAFE, INC..",CORNER CAFÉ,,Bulkhead entrance to cellar for stock;in one room and kitchen on first floor; cellar for stock.  87 1/2 PRINCE STREET  BOSTON  MA  02113,2013-11-25,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,32,"CORNER CAFE, INC.",NULL,87,,  Prince ST,Boston,MA,02113,"(42.36561, -71.05597)",(42.36561, -71.05597),42.36561, -71.05597
LB-99742,"MARNICO, INC.",NICO,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) FOLDING DOOR-STYLE WINDOWS TO BE CLOSED AT 11:00 P.M.  3.) LICENSEE AGREES HE WILL NOT SEEK AN EXTENSION OF HOURS  4.) LICENSEE AGREES HE WILL NOT SEEK AN ALL-ALCOHOLIC BEVERAGE LICENSE  5.) LICENSEE AGREES HE WILL NOT SEEK A LIVE ENTERTAINMENT LICENSE.,IN TWO ROOMS  KITCHEN AND STORAGE ON FIRST FLOOR AND IN ONE DINING ROOM AND STORAGE IN BASEMENT.,2013-11-13,2015-12-31,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,12:00 AM,12:30 AM,48,"MARNICO, INC.",NULL,417,,  Hanover ST,Boston,MA,02113,"(42.36564, -71.0527)",(42.36564, -71.0527),42.36564, -71.0527
LB-98974,"MASSACHUSETTS SPORTSERVICE, INC.",PAULANER BAR,,RESTAURANT  BAR  KITCHEN  STORAGE & SEATING AREAS OCCUPYING APPROX. 1500 SQUARE FEET ON EASTERLY SIDE OF NORTH STATION CONCOURSE.,2013-11-27,2016-12-31,Active,CV7AL,CV7 All Alc.,NULL,11:30 PM,MIDNIGHT,88,"MASSACHUSETTS SPORTSERVICE, INC.",NULL,100,,  Legends WY,Boston,MA,02114,"(42.36629, -71.0622)",(42.36629, -71.0622),42.36629, -71.0622
LB-98975,"MASSACHUSETTS SPORTSERVICE, INC.",NULL,1) IN SEAT SERVICE OF ALL ALCOHOL ALLOWED DURING CELTICS GAMES IN CELTICS COURTSIDE CLUB SEATS ONLY. LICENSING BOARD GRANTED PERMISSION TO PROVIDE BOTTLE SERVICE ON THE PREMISES.,Sports arena with permanent and portable stands located on levels 3-9; preferred seating on level 5; suites on level 5  6  and 9; one or more rooms  service and storage areas at west end of level 2;  restaurant at east end of levels 5 and 6 with kitchen  service and storage areas; bar at east end,2013-11-27,2016-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,19058,"MASSACHUSETTS SPORTSERVICE, INC.",NULL,100,,  Legends WY,Boston,MA,02114,"(42.36629, -71.0622)",(42.36629, -71.0622),42.36629, -71.0622
LB-99331,"MASSACHUSETTS SPORTSERVICE, INC.",NULL,NONE,(TD BANKNORTH GARDEN); One or more rooms  service and storage areas  and kitchen at west end of level three.,2013-11-27,2016-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,462,"MASSACHUSETTS SPORTSERVICE, INC.",NULL,100,,  Legends WY,Boston,MA,02114,"(42.36629, -71.0622)",(42.36629, -71.0622),42.36629, -71.0622
LB-99361,"MASSIMINO'S CUCINA ITALIANA,INC.",MASSIMINO'S,1) No Bar. 2) Alcoholic beverages served only in conjunction with meals.,In one room with kitchen on first floor  one room in basement ,2013-11-20,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,11:00 PM,11:30 PM,48,"MASSIMINO'S CUCINA ITALIANA,INC.",NULL,205,207,  Endicott ST,Boston,MA,02113,"(42.36652, -71.05788)",(42.36652, -71.05788),42.36652, -71.05788
LB-98976,"VIA VENETO RESTAURANT, INC.",FILIPPO RISTORANTE,FOOD SERVICE ONLY UNTIL 2:30 A.M. ALL PATRONS OUT BY 3:00 AM,IN TWO DINING  ROOMS WITH KITCHEN AND BAR ON THE SECOND FLOOR  TWO ROOM AND KITCHEN ON THE FIRST FLOOR  STORAGE ON THE FIRST FLOOR AND IN THE CELLAR  AND KITCHEN IN CELLAR.  CAPACITY BREAKDOWN: 1ST FL - 42; 2ND FL - 230.,2013-11-26,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,272,"VIA VENETO RESTAURANT, INC.",NULL,283,,  Causeway ST,Boston,MA,02114,"(42.366963, -71.05818)",(42.366963, -71.05818),42.366963, -71.05818
LB-99819,JONATHAN B. HARKER,ITALIAN EXPRESS PIZZERIA,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS INSIDE AND ON PATIO.  2.) NO BAR  3.) PATIO CLOSING 10:00 P.M.,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR  STORAGE IN THE ATTIC  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL - OCTOBER FOR 30 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:00 A.M. - 10:00 P.M.,2013-11-14,2015-12-31,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,12:00 AM,12:30 AM,30,JONATHAN B. HARKER,NULL,336,,  Sumner ST,East Boston,MA,02128,"(42.367286, -71.035739)",(42.367286, -71.035739),42.367286, -71.035739
LB-99348,"RENDON FOODS, INC.",D'PARMA RESTAURANT,,One room and kitchen on the first floor - storage in the basement.,2013-11-06,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,55,"RENDON FOODS, INC.",NULL,182,,  Sumner ST,East Boston,MA,02128,"(42.369371, -71.040322)",(42.369371, -71.040322),42.369371, -71.040322
LB-99210,"TACO MEX, INC.",TACO MEX RESTAURANT,A.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. B.) NO BAR,ONE DINING ROOM WITH ENTRANCE AT FRONT; RESTROOMS ADJACENT TO DINING ROOM; KITCHEN AT REAR; STORAGE IN BASEMENT; EMERGENCY EGRESS/REAR OF BUILDING.,2013-11-19,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,12:00 AM,12:30 AM,30,"TACO MEX, INC.",NULL,65,67,  Maverick SQ,East Boston,MA,02128,"(42.36968, -71.03866)",(42.36968, -71.03866),42.36968, -71.03866
